trading_day,ticker,p_positive_mean,p_negative_mean,p_neutral_mean,net_sentiment,sentiment_volume,sentiment_momentum,sentiment_dispersion
2020-02-24,XOM,0.46101946,0.14965314,-0.53513825,0.17629804,0.0,0.5647108259701512,2.701778
2020-02-25,XOM,-0.65060353,0.8039059,-0.17760336,-0.8810674,0.7304892985561122,0.1599720772556699,3.171443
2020-02-26,XOM,-0.65060353,0.8039059,-0.17760336,-0.8810674,0.0,0.1599720772556699,3.171443
2020-02-27,XOM,-0.65060353,0.8039059,-0.17760336,-0.8810674,0.0,0.1599720772556699,3.171443
2020-02-28,XOM,-0.65060353,0.8039059,-0.17760336,-0.8810674,0.0,0.1599720772556699,3.171443
2020-03-02,XOM,-0.65060353,0.8039059,-0.17760336,-0.8810674,0.0,0.1599720772556699,3.171443
2020-03-03,XOM,-0.65060353,0.8039059,-0.17760336,-0.8810674,0.0,0.1599720772556699,3.171443
2020-03-04,XOM,-0.65060353,0.8039059,-0.17760336,-0.8810674,0.0,0.1599720772556699,3.171443
2020-03-05,XOM,-0.7553592,1.9877665,-1.1751379,-1.679693,0.7304892985561122,-1.2341109384064002,-0.29201642
2020-03-06,XOM,-0.578373,0.6814883,-0.1274071,-0.76259184,0.7304892985561122,-1.718315863823713,2.8589303
2020-03-09,XOM,-0.578373,0.6814883,-0.1274071,-0.76259184,0.0,-1.718315863823713,2.8589303
2020-03-10,XOM,-0.578373,0.6814883,-0.1274071,-0.76259184,0.0,-1.718315863823713,2.8589303
2020-03-11,XOM,-0.578373,0.6814883,-0.1274071,-0.76259184,0.0,-1.718315863823713,2.8589303
2020-03-12,XOM,-0.7689534,-0.5083602,1.13035,-0.13288994,-0.4706100979848702,-1.3324652790260383,-0.39002892
2020-03-13,XOM,-0.7689534,-0.5083602,1.13035,-0.13288994,0.0,-1.3324652790260383,-0.39002892
2020-03-16,XOM,-0.7689534,-0.5083602,1.13035,-0.13288994,0.0,-1.3324652790260383,-0.39002892
2020-03-17,XOM,-0.7689534,-0.5083602,1.13035,-0.13288994,0.0,-1.3324652790260383,-0.39002892
2020-03-18,XOM,-0.7880613,-0.6089876,1.2392997,-0.08138315,-0.4706100979848702,-0.5081838568321114,-0.39002892
2020-03-19,XOM,-0.7880613,-0.6089876,1.2392997,-0.08138315,0.0,-0.5081838568321114,-0.39002892
